restaurant_id,name,cuisine,rating,price_range,location,category,reviews_count,features,image_url
280,Valdez and Sons,Thai,4.3,$$,Los Angeles,Thai Dining & Bistro,1265,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
281,Williams-Jones,French,3.3,$$$,Chicago,French Dining & Bistro,1304,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
282,Mendez Group,Japanese,3.3,$$$,Houston,Japanese Dining & Bistro,1012,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
283,Martin-Shepard,Japanese,4.5,$,Los Angeles,Japanese Dining & Bistro,1554,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
284,Schmidt-Henderson,American,3.7,$$$$,Houston,American Dining & Bistro,983,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
285,Smith Ltd,French,4.3,$$,Los Angeles,French Dining & Bistro,1231,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
286,Campbell-Fisher,Thai,2.9,$$$$,Chicago,Thai Dining & Bistro,2151,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
287,Rogers-Moore,Mexican,4.6,$$$$,Chicago,Mexican Dining & Bistro,1178,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
288,Thompson LLC,Mexican,4.3,$$,San Francisco,Mexican Dining & Bistro,358,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
289,"Moon, Johnson and Jacobson",Thai,4.8,$$$,Los Angeles,Thai Dining & Bistro,528,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
290,Ray-Gonzales,Indian,2.8,$$$$,San Francisco,Indian Dining & Bistro,1884,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
291,"Powell, Montgomery and Barnes",American,4.0,$$$$,Los Angeles,American Dining & Bistro,1283,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
292,"Monroe, Clark and Soto",Italian,4.0,$$$,San Francisco,Italian Dining & Bistro,330,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
293,Ellis PLC,Japanese,3.4,$$,Chicago,Japanese Dining & Bistro,164,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
294,"Lopez, Guerra and Brown",Chinese,3.6,$,Houston,Chinese Dining & Bistro,1516,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
295,Luna and Sons,Mexican,2.6,$$$,San Francisco,Mexican Dining & Bistro,685,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
296,"Merritt, Mcconnell and Nicholson",Chinese,4.4,$,Los Angeles,Chinese Dining & Bistro,1222,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
297,Moore LLC,Italian,3.9,$,Los Angeles,Italian Dining & Bistro,811,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
298,Cobb-Mccoy,French,2.6,$$$,Chicago,French Dining & Bistro,1959,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
299,Lopez and Sons,Chinese,4.2,$$$$,Los Angeles,Chinese Dining & Bistro,1901,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
300,Oliver-Golden,Italian,3.7,$,New York,Italian Dining & Bistro,189,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
301,Cooper and Sons,Japanese,2.6,$,Houston,Japanese Dining & Bistro,608,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
302,"Jacobs, Lopez and Stone",Thai,4.9,$$,San Francisco,Thai Dining & Bistro,458,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
303,Greene-Hall,Indian,4.9,$$$$,Houston,Indian Dining & Bistro,760,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
304,"Marsh, Butler and Adams",Japanese,3.8,$,Chicago,Japanese Dining & Bistro,297,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
305,Ruiz Inc,Mexican,2.7,$$,San Francisco,Mexican Dining & Bistro,1662,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
306,Potter Ltd,Italian,4.4,$$$$,San Francisco,Italian Dining & Bistro,756,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
307,Stewart Ltd,Chinese,3.7,$$$,New York,Chinese Dining & Bistro,1910,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
308,Swanson-Bennett,Mexican,3.3,$$$,Chicago,Mexican Dining & Bistro,672,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
309,"Davis, Pope and Lewis",Indian,3.7,$$,Los Angeles,Indian Dining & Bistro,321,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
310,"Ruiz, Huang and Williams",Thai,3.8,$$$,New York,Thai Dining & Bistro,1412,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
311,Dunn-Ball,French,3.9,$,New York,French Dining & Bistro,1643,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
312,Robinson Group,Mexican,3.6,$$$$,Houston,Mexican Dining & Bistro,313,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
313,Hernandez PLC,French,4.0,$,Houston,French Dining & Bistro,1615,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
314,Levine-Cantu,Italian,4.8,$,Houston,Italian Dining & Bistro,1010,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
315,Herrera-Hernandez,Indian,3.4,$$$,New York,Indian Dining & Bistro,1172,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
316,Morse Inc,Chinese,4.3,$,Los Angeles,Chinese Dining & Bistro,571,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
317,Olson LLC,Indian,4.7,$$$,San Francisco,Indian Dining & Bistro,1598,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
318,"Castillo, House and Christensen",Indian,3.6,$$$$,Houston,Indian Dining & Bistro,1814,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
319,Walker Ltd,American,3.6,$$$$,Los Angeles,American Dining & Bistro,783,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
320,"Payne, Davis and Russell",Indian,4.0,$,Chicago,Indian Dining & Bistro,1119,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
321,"Martinez, Shepherd and Hunter",Indian,4.0,$$,Houston,Indian Dining & Bistro,815,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
322,Johnson-Stevens,Japanese,4.5,$$$,San Francisco,Japanese Dining & Bistro,875,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
323,Smith Group,Mexican,3.7,$$$,Chicago,Mexican Dining & Bistro,1838,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
324,"Daniels, Rowe and Hart",Chinese,5.0,$,Chicago,Chinese Dining & Bistro,251,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
325,Miller and Sons,Japanese,2.6,$$$,San Francisco,Japanese Dining & Bistro,884,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
326,Frey Inc,Japanese,2.5,$$$,Houston,Japanese Dining & Bistro,1510,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
327,Stewart and Sons,Mexican,4.1,$$,New York,Mexican Dining & Bistro,1836,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
328,Cox-Ross,Mexican,3.2,$$,San Francisco,Mexican Dining & Bistro,1166,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
329,Sanders-Ortega,Italian,3.1,$,San Francisco,Italian Dining & Bistro,1242,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
330,Coffey Inc,Mexican,3.3,$$,San Francisco,Mexican Dining & Bistro,802,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
331,Smith LLC,American,3.1,$,Chicago,American Dining & Bistro,592,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
332,Chase-Neal,American,2.6,$$$$,Los Angeles,American Dining & Bistro,1716,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
333,Harper Ltd,Japanese,4.9,$,New York,Japanese Dining & Bistro,308,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
334,"Stewart, Ross and Maxwell",French,3.1,$$$$,Houston,French Dining & Bistro,2077,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
335,"Bean, Pham and Porter",Italian,4.3,$,Houston,Italian Dining & Bistro,1061,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
336,Mayo Inc,French,4.4,$$$,Los Angeles,French Dining & Bistro,967,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
337,Romero Group,French,4.8,$$,San Francisco,French Dining & Bistro,2035,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
338,"Herrera, Woods and Dixon",Japanese,2.6,$$$$,New York,Japanese Dining & Bistro,1582,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
339,"Bernard, Lane and Mitchell",Thai,4.7,$,Houston,Thai Dining & Bistro,1400,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
340,Wade-Rodriguez,Japanese,3.8,$$,Houston,Japanese Dining & Bistro,1082,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
341,Vasquez-Perry,Chinese,4.1,$,San Francisco,Chinese Dining & Bistro,1063,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
342,Lee-Holland,Chinese,4.1,$$,Los Angeles,Chinese Dining & Bistro,246,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
343,"Harris, Mendoza and Blackburn",Mexican,4.5,$$,New York,Mexican Dining & Bistro,941,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
344,"Williams, Gonzalez and Price",Mexican,3.3,$,Los Angeles,Mexican Dining & Bistro,1782,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
345,"Taylor, Turner and Thomas",Thai,4.3,$$$$,Los Angeles,Thai Dining & Bistro,1494,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
346,Hebert Inc,Mexican,3.8,$$$$,New York,Mexican Dining & Bistro,1291,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
347,Stanley LLC,Chinese,4.5,$$$,New York,Chinese Dining & Bistro,434,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
348,"Parsons, Martin and Fields",French,5.0,$$,Houston,French Dining & Bistro,1293,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
349,"Moody, Randall and Dixon",Japanese,3.0,$$$,Houston,Japanese Dining & Bistro,1588,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
350,"Morris, Page and Jones",Indian,5.0,$$$,New York,Indian Dining & Bistro,1787,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
351,Ho LLC,American,2.7,$,Chicago,American Dining & Bistro,1506,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
352,Williams-Cox,Indian,2.5,$,Houston,Indian Dining & Bistro,263,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
353,"David, Maldonado and Mcbride",Indian,2.6,$,Chicago,Indian Dining & Bistro,622,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
354,Diaz Inc,Chinese,3.4,$$,New York,Chinese Dining & Bistro,1219,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
355,Wilson LLC,Indian,4.1,$,Houston,Indian Dining & Bistro,881,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
356,Cooper PLC,Japanese,2.7,$,Los Angeles,Japanese Dining & Bistro,1237,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
357,Li LLC,Thai,2.5,$$,New York,Thai Dining & Bistro,306,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
358,Brooks-Gibson,Italian,4.8,$$,San Francisco,Italian Dining & Bistro,594,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
359,Hicks-Caldwell,Mexican,4.6,$$$$,Chicago,Mexican Dining & Bistro,1929,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
360,"Arellano, Lane and Roberts",Italian,4.5,$,New York,Italian Dining & Bistro,1565,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
361,Anderson Group,French,4.7,$,New York,French Dining & Bistro,1434,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
362,Kelly LLC,Japanese,4.3,$,Houston,Japanese Dining & Bistro,1937,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
363,Suarez PLC,Japanese,2.8,$$$$,Houston,Japanese Dining & Bistro,623,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
364,Kim-Gonzales,American,3.5,$,Houston,American Dining & Bistro,1727,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
365,"Coleman, Jones and Thomas",Japanese,4.3,$$$$,San Francisco,Japanese Dining & Bistro,928,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
366,"Johnson, Cohen and Johnson",Mexican,3.2,$$$,Houston,Mexican Dining & Bistro,1193,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
367,"Jennings, Dixon and Tucker",Japanese,4.2,$$$$,New York,Japanese Dining & Bistro,331,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
368,"Marshall, Mora and Morgan",Indian,2.6,$$$,Houston,Indian Dining & Bistro,1936,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
369,Stevenson-Andrews,American,3.3,$,Los Angeles,American Dining & Bistro,156,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
370,Navarro-Coleman,Mexican,3.9,$$$,Houston,Mexican Dining & Bistro,957,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
371,"Alvarez, Hudson and Hawkins",Thai,4.1,$$$$,San Francisco,Thai Dining & Bistro,1641,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
372,"Oliver, Drake and Taylor",Thai,3.9,$$,Los Angeles,Thai Dining & Bistro,1916,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
373,Gomez-Sanders,Thai,4.2,$$$,New York,Thai Dining & Bistro,436,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
374,Schwartz-Aguilar,Thai,2.5,$$$,New York,Thai Dining & Bistro,1502,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
375,Flowers Inc,Indian,2.8,$,Chicago,Indian Dining & Bistro,1435,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
376,Parrish-Smith,Japanese,4.7,$$$$,Los Angeles,Japanese Dining & Bistro,660,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
377,Nunez-Ramos,Italian,4.2,$$$,Chicago,Italian Dining & Bistro,1380,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
378,Stone PLC,Mexican,2.8,$$$,Los Angeles,Mexican Dining & Bistro,1416,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
379,Miller LLC,Indian,4.6,$$$,Los Angeles,Indian Dining & Bistro,1822,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
380,"Tucker, Nixon and Green",Thai,3.1,$$$,San Francisco,Thai Dining & Bistro,1486,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
381,Salinas LLC,French,3.7,$$,Chicago,French Dining & Bistro,1798,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
382,"Beck, Lawson and Bailey",Japanese,2.9,$$$$,San Francisco,Japanese Dining & Bistro,1361,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
383,Hayes and Sons,Italian,4.3,$,Los Angeles,Italian Dining & Bistro,671,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
384,"Ramsey, Roberson and Gutierrez",French,4.2,$,New York,French Dining & Bistro,935,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
385,Horn-Gonzalez,American,3.0,$$,Los Angeles,American Dining & Bistro,1872,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
386,Schmidt-Huffman,French,4.7,$$$$,San Francisco,French Dining & Bistro,1702,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
387,Stevenson Ltd,American,3.5,$$$,Chicago,American Dining & Bistro,862,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
388,Robinson-Carter,American,3.2,$$,Chicago,American Dining & Bistro,1382,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
389,Morton-White,Thai,2.9,$$$$,San Francisco,Thai Dining & Bistro,1813,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
390,"Walsh, Whitaker and Miller",American,3.2,$$$,Chicago,American Dining & Bistro,151,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
391,Ramirez Ltd,Chinese,2.6,$$,Houston,Chinese Dining & Bistro,1394,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
392,"Melendez, Mays and Palmer",Mexican,4.0,$$$$,New York,Mexican Dining & Bistro,1325,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
393,Wallace-Jones,Mexican,4.6,$,New York,Mexican Dining & Bistro,1010,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
394,Smith-Gross,Thai,3.9,$,New York,Thai Dining & Bistro,1910,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
395,Parker-Mckinney,Chinese,3.0,$$$$,Chicago,Chinese Dining & Bistro,1469,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
396,Sanchez Group,French,2.6,$,Chicago,French Dining & Bistro,2054,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
397,Herman-Goodman,Indian,3.0,$$$$,Los Angeles,Indian Dining & Bistro,1959,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
398,"Dixon, Garrett and Clark",French,3.5,$$$,Los Angeles,French Dining & Bistro,1961,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
399,Nelson-Trevino,Japanese,4.4,$$$$,New York,Japanese Dining & Bistro,1025,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
400,"Miles, Esparza and Hahn",Indian,3.0,$$$,Houston,Indian Dining & Bistro,2088,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
401,Hernandez Ltd,American,4.3,$$,Los Angeles,American Dining & Bistro,845,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
402,Small Group,Italian,4.7,$$$$,Los Angeles,Italian Dining & Bistro,497,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
403,Graham LLC,Indian,3.6,$$,Chicago,Indian Dining & Bistro,1312,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
404,Smith Ltd,Italian,4.6,$,Houston,Italian Dining & Bistro,1522,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
405,"Green, Rogers and Villanueva",Mexican,3.9,$$$,New York,Mexican Dining & Bistro,532,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
406,"Stewart, Richardson and Farmer",Italian,4.1,$$$$,Los Angeles,Italian Dining & Bistro,1112,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
407,Hudson-Perry,Mexican,3.8,$$,Houston,Mexican Dining & Bistro,1421,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
408,Christensen-Perkins,Chinese,3.7,$$$,Houston,Chinese Dining & Bistro,1070,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
409,Meadows Inc,Chinese,3.1,$$$,New York,Chinese Dining & Bistro,965,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
410,White Inc,Thai,3.3,$,Houston,Thai Dining & Bistro,753,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
411,Cole Inc,Thai,3.2,$,Houston,Thai Dining & Bistro,250,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
412,"Morgan, Wilson and Moore",American,3.9,$$$,Houston,American Dining & Bistro,339,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
413,"Brooks, Mckee and Martinez",Indian,2.8,$$$,Los Angeles,Indian Dining & Bistro,1152,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
414,Burch Group,American,4.8,$$$$,New York,American Dining & Bistro,2096,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
415,"Nichols, Finley and Wright",Mexican,4.3,$$$,Houston,Mexican Dining & Bistro,448,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
416,Hernandez-Smith,American,3.5,$$$$,Houston,American Dining & Bistro,2015,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
417,Caldwell-Kelly,Italian,2.9,$$$,Los Angeles,Italian Dining & Bistro,1847,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
418,Cannon-Henson,Mexican,4.7,$,New York,Mexican Dining & Bistro,946,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
419,"Clark, Richards and Hernandez",Thai,4.6,$$$$,Chicago,Thai Dining & Bistro,1722,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
